llave_plan_estudios,llave_facultad,llave_estudiante,estatus_estudiante,creditos,fecha_titulacion
14,5,2275,Titulado,275,2016-08-04
10,3,2276,Titulado,330,2020-08-03
24,10,2277,Cursando,264,
21,8,2278,Cursando,173,
9,3,2279,Baja,171,
17,6,2280,Créditos completos,275,2021-08-04
4,2,2281,Titulado,250,2025-09-21
21,8,2282,Créditos completos,290,2016-08-07
23,9,2283,Créditos completos,290,2023-08-03
31,11,2284,Titulado,319,2018-08-03
27,10,2285,Cursando,255,
35,13,2286,Titulado,200,2015-08-04
23,9,2287,Titulado,290,2021-08-04
24,10,2288,Créditos completos,290,2021-08-04
27,10,2289,Créditos completos,290,2021-08-03
13,4,2290,Cursando,26,
18,6,2291,Titulado,275,2020-08-08
2,1,2292,Cursando,29,
23,9,2293,Titulado,290,2017-08-03
5,2,2294,Cursando,41,
35,13,2295,Cursando,86,
18,6,2296,Cursando,184,
1,1,2297,Titulado,250,2022-08-03
19,6,2298,Créditos completos,275,2016-08-04
34,12,2299,Titulado,200,2019-08-08
27,10,2300,Cursando,44,
2,1,2301,Créditos completos,250,2021-08-05
28,10,2302,Cursando,253,
14,5,2303,Titulado,275,2024-09-21
1,1,2304,Baja,23,
18,6,2305,Cursando,235,
3,1,2306,Cursando,129,
26,10,2307,Cursando,88,
27,10,2308,Cursando,164,
1,1,2309,Cursando,42,
27,10,2310,Cursando,51,
22,8,2311,Cursando,183,
20,7,2312,Cursando,0,
24,10,2313,Baja,64,
8,3,2314,Titulado,330,2020-08-03
25,10,2315,Titulado,290,2022-08-03
24,10,2316,Cursando,18,
16,6,2317,Titulado,275,2024-08-03
25,10,2318,Créditos completos,290,2016-08-07
35,13,2319,Cursando,84,
29,10,2320,Titulado,319,2022-08-08
1,1,2321,Titulado,250,2017-08-03
25,10,2322,Titulado,290,2018-08-07
34,12,2323,Cursando,35,
20,7,2324,Cursando,80,
34,12,2325,Cursando,31,
2,1,2326,Titulado,250,2019-08-05
23,9,2327,Cursando,107,
7,3,2328,Baja,257,
17,6,2329,Cursando,150,
26,10,2330,Cursando,218,
33,12,2331,Cursando,74,
3,1,2332,Cursando,150,
25,10,2333,Créditos completos,290,2023-08-03
29,10,2334,Cursando,221,
33,12,2335,Titulado,319,2019-08-03
14,5,2336,Créditos completos,275,2024-08-03
8,3,2337,Titulado,330,2017-08-03
6,3,2338,Cursando,173,
30,11,2339,Créditos completos,319,2021-08-03
28,10,2340,Titulado,319,2025-08-03
2,1,2341,Cursando,164,
11,3,2342,Créditos completos,330,2024-08-03
7,3,2343,Cursando,114,
13,4,2344,Titulado,275,2024-09-21
8,3,2345,Cursando,308,
17,6,2346,Cursando,266,
20,7,2347,Titulado,290,2021-08-04
11,3,2348,Créditos completos,330,2021-08-03
8,3,2349,Cursando,197,
18,6,2350,Cursando,92,
29,10,2351,Créditos completos,319,2018-08-03
19,6,2352,Cursando,120,
5,2,2353,Cursando,141,
4,2,2354,Titulado,250,2022-08-03
23,9,2355,Créditos completos,290,2022-08-05
2,1,2356,Cursando,227,
12,4,2357,Cursando,163,
35,13,2358,Titulado,200,2015-08-04
33,12,2359,Cursando,200,
3,1,2360,Cursando,140,
15,5,2361,Cursando,264,
4,2,2362,Titulado,250,2018-08-03
23,9,2363,Créditos completos,290,2018-08-08
16,6,2364,Titulado,275,2021-08-04
27,10,2365,Créditos completos,290,2020-08-05
8,3,2366,Titulado,330,2018-08-07
9,3,2367,Titulado,330,2025-09-21
22,8,2368,Cursando,74,
13,4,2369,Cursando,98,
5,2,2370,Cursando,0,
33,12,2371,Baja,18,
29,10,2372,Créditos completos,319,2024-08-03
1,1,2373,Créditos completos,250,2023-08-03
2,1,2374,Cursando,144,
25,10,2375,Cursando,154,
27,10,2376,Baja,204,
31,11,2377,Cursando,241,
7,3,2378,Baja,237,
25,10,2379,Titulado,290,2020-08-03
19,6,2380,Créditos completos,275,2020-08-03
14,5,2381,Cursando,164,
22,8,2382,Cursando,189,
22,8,2383,Cursando,98,
2,1,2384,Titulado,250,2016-08-04
34,12,2385,Titulado,200,2019-08-08
11,3,2386,Titulado,330,2023-08-03
5,2,2387,Cursando,17,
16,6,2388,Titulado,275,2022-08-04
15,5,2389,Cursando,205,
8,3,2390,Créditos completos,330,2015-08-04
11,3,2391,Cursando,92,
15,5,2392,Cursando,275,
33,12,2393,Cursando,219,
20,7,2394,Cursando,40,
2,1,2395,Cursando,173,
30,11,2396,Cursando,243,
8,3,2397,Cursando,42,
31,11,2398,Titulado,319,2019-08-08
26,10,2399,Cursando,134,
15,5,2400,Cursando,95,
16,6,2401,Cursando,137,
16,6,2402,Titulado,275,2016-08-07
35,13,2403,Cursando,177,
6,3,2404,Titulado,250,2023-08-03
5,2,2405,Baja,74,
27,10,2406,Cursando,96,
13,4,2407,Titulado,275,2014-08-06
21,8,2408,Cursando,230,
19,6,2409,Créditos completos,275,2021-08-08
10,3,2410,Cursando,88,
21,8,2411,Titulado,290,2014-08-06
20,7,2412,Titulado,290,2017-08-04
25,10,2413,Cursando,242,
34,12,2414,Cursando,177,
26,10,2415,Titulado,290,2021-08-03
30,11,2416,Créditos completos,319,2023-08-03
29,10,2417,Cursando,160,
10,3,2418,Créditos completos,330,2022-08-04
2,1,2419,Cursando,233,
34,12,2420,Cursando,12,
35,13,2421,Cursando,155,
29,10,2422,Cursando,190,
2,1,2423,Cursando,57,
3,1,2424,Titulado,250,2019-08-05
26,10,2425,Cursando,179,
2,1,2426,Titulado,250,2015-08-04
23,9,2427,Titulado,290,2017-08-03
13,4,2428,Créditos completos,275,2017-08-03
23,9,2429,Créditos completos,290,2020-08-03
7,3,2430,Cursando,237,
24,10,2431,Créditos completos,290,2019-08-05
4,2,2432,Cursando,219,
25,10,2433,Titulado,290,2017-08-03
26,10,2434,Créditos completos,290,2016-08-04
15,5,2435,Créditos completos,275,2020-08-03
20,7,2436,Cursando,290,
29,10,2437,Cursando,69,
11,3,2438,Titulado,330,2019-08-05
15,5,2439,Cursando,215,
11,3,2440,Titulado,330,2017-08-03
29,10,2441,Cursando,36,
15,5,2442,Créditos completos,275,2022-08-03
32,14,2443,Cursando,87,
23,9,2444,Cursando,245,
35,13,2445,Titulado,200,2018-08-08
20,7,2446,Créditos completos,290,2024-09-21
29,10,2447,Cursando,173,
22,8,2448,Titulado,290,2017-08-07
5,2,2449,Titulado,250,2015-08-04
22,8,2450,Cursando,9,
18,6,2451,Cursando,237,
1,1,2452,Cursando,183,
7,3,2453,Créditos completos,330,2021-08-04
31,11,2454,Titulado,319,2021-08-03
33,12,2455,Créditos completos,319,2020-08-08
21,8,2456,Cursando,90,
30,11,2457,Créditos completos,319,2026-08-03
25,10,2458,Cursando,155,
7,3,2459,Créditos completos,330,2024-08-03
11,3,2460,Cursando,134,
25,10,2461,Cursando,75,
7,3,2462,Cursando,269,
30,11,2463,Cursando,200,
35,13,2464,Cursando,157,
27,10,2465,Titulado,290,2017-08-07
30,11,2466,Créditos completos,319,2024-08-04
12,4,2467,Cursando,73,
18,6,2468,Titulado,275,2025-08-03
28,10,2469,Créditos completos,319,2024-08-03
17,6,2470,Titulado,275,2024-09-21
8,3,2471,Créditos completos,330,2015-08-04
15,5,2472,Cursando,166,
5,2,2473,Cursando,31,
25,10,2474,Titulado,290,2014-08-06
7,3,2475,Titulado,330,2014-08-06
2,1,2476,Cursando,90,
16,6,2477,Créditos completos,275,2022-08-03
2,1,2478,Créditos completos,250,2019-08-08
21,8,2479,Créditos completos,290,2024-09-21
3,1,2480,Titulado,250,2022-08-03
3,1,2481,Baja,223,
1,1,2482,Titulado,250,2015-08-06
28,10,2483,Cursando,319,
8,3,2484,Cursando,191,
10,3,2485,Cursando,174,
18,6,2486,Cursando,70,
5,2,2487,Titulado,250,2017-08-04
21,8,2488,Titulado,290,2021-08-04
30,11,2489,Baja,292,
15,5,2490,Créditos completos,275,2019-08-05
5,2,2491,Cursando,82,
3,1,2492,Créditos completos,250,2020-08-03
23,9,2493,Titulado,290,2022-08-04
33,12,2494,Créditos completos,319,2021-08-03
6,3,2495,Cursando,246,
35,13,2496,Cursando,150,
29,10,2497,Créditos completos,319,2026-09-21
30,11,2498,Créditos completos,319,2018-08-04
15,5,2499,Créditos completos,275,2016-08-07
14,5,2500,Cursando,11,
8,3,2501,Créditos completos,330,2016-08-07
4,2,2502,Titulado,250,2016-08-04
3,1,2503,Cursando,13,
4,2,2504,Créditos completos,250,2025-09-21
18,6,2505,Cursando,119,
7,3,2506,Cursando,214,
5,2,2507,Créditos completos,250,2020-08-03
9,3,2508,Titulado,330,2017-08-03
28,10,2509,Créditos completos,319,2024-08-03
2,1,2510,Cursando,81,
30,11,2511,Créditos completos,319,2027-08-03
10,3,2512,Titulado,330,2015-08-04
35,13,2513,Cursando,173,
29,10,2514,Cursando,16,
32,14,2515,Cursando,183,
7,3,2516,Cursando,4,
31,11,2517,Cursando,270,
7,3,2518,Cursando,142,
34,12,2519,Titulado,200,2020-08-08
1,1,2520,Cursando,182,
23,9,2521,Titulado,290,2026-09-21
8,3,2522,Cursando,26,
14,5,2523,Titulado,275,2025-09-21
5,2,2524,Cursando,63,
18,6,2525,Cursando,49,
18,6,2526,Cursando,111,
5,2,2527,Créditos completos,250,2020-08-03
31,11,2528,Titulado,319,2021-08-03
15,5,2529,Titulado,275,2021-08-04
4,2,2530,Cursando,24,
4,2,2531,Titulado,250,2022-08-03
25,10,2532,Titulado,290,2017-08-03
16,6,2533,Titulado,275,2014-08-06
35,13,2534,Titulado,200,2017-08-03
11,3,2535,Cursando,41,
22,8,2536,Créditos completos,290,2024-08-03
17,6,2537,Cursando,166,
14,5,2538,Cursando,104,
25,10,2539,Cursando,213,
32,14,2540,Créditos completos,319,2022-08-08
28,10,2541,Cursando,78,
13,4,2542,Créditos completos,275,2019-08-07
17,6,2543,Titulado,275,2015-08-04
7,3,2544,Titulado,330,2020-08-08
33,12,2545,Créditos completos,319,2015-08-06
1,1,2546,Cursando,245,
3,1,2547,Créditos completos,250,2022-08-04
5,2,2548,Titulado,250,2021-08-04
33,12,2549,Cursando,41,
33,12,2550,Créditos completos,319,2020-08-08
33,12,2551,Cursando,197,
19,6,2552,Cursando,28,
34,12,2553,Titulado,200,2022-08-05
14,5,2554,Cursando,87,
11,3,2555,Cursando,223,
21,8,2556,Cursando,2,
28,10,2557,Titulado,319,2018-08-04
18,6,2558,Titulado,275,2025-08-03
31,11,2559,Cursando,146,
29,10,2560,Créditos completos,319,2022-08-04
13,4,2561,Titulado,275,2018-08-08
20,7,2562,Cursando,232,
24,10,2563,Cursando,97,
34,12,2564,Créditos completos,200,2018-08-07
4,2,2565,Créditos completos,250,2021-08-04
29,10,2566,Créditos completos,319,2016-08-04
4,2,2567,Baja,175,
31,11,2568,Cursando,101,
11,3,2569,Cursando,260,
4,2,2570,Cursando,114,
28,10,2571,Cursando,182,
15,5,2572,Baja,50,
11,3,2573,Créditos completos,330,2020-08-05
31,11,2574,Cursando,16,
9,3,2575,Baja,289,
35,13,2576,Titulado,200,2014-08-06
16,6,2577,Titulado,275,2018-08-03
24,10,2578,Cursando,92,
2,1,2579,Cursando,180,
6,3,2580,Créditos completos,250,2019-08-05
24,10,2581,Cursando,283,
2,1,2582,Titulado,250,2021-08-03
21,8,2583,Cursando,245,
14,5,2584,Titulado,275,2019-08-05
10,3,2585,Créditos completos,330,2016-08-04
27,10,2586,Créditos completos,290,2020-08-03
27,10,2587,Titulado,290,2022-08-04
34,12,2588,Cursando,100,
19,6,2589,Cursando,131,
26,10,2590,Titulado,290,2025-09-21
11,3,2591,Créditos completos,330,2022-08-03
1,1,2592,Baja,195,
17,6,2593,Titulado,275,2014-08-06
18,6,2594,Créditos completos,275,2020-08-03
25,10,2595,Cursando,19,
16,6,2596,Créditos completos,275,2016-08-07
9,3,2597,Cursando,160,
3,1,2598,Titulado,250,2017-08-06
21,8,2599,Cursando,39,
26,10,2600,Créditos completos,290,2024-08-03
5,2,2601,Cursando,226,
23,9,2602,Cursando,53,
2,1,2603,Cursando,118,
22,8,2604,Cursando,43,
17,6,2605,Créditos completos,275,2017-08-04
3,1,2606,Cursando,212,
34,12,2607,Titulado,200,2018-08-04
13,4,2608,Cursando,49,
6,3,2609,Cursando,160,
26,10,2610,Cursando,137,
29,10,2611,Titulado,319,2017-08-04
9,3,2612,Créditos completos,330,2018-08-08
10,3,2613,Titulado,330,2021-08-04
25,10,2614,Créditos completos,290,2017-08-07
19,6,2615,Titulado,275,2014-08-06
22,8,2616,Cursando,88,
14,5,2617,Cursando,103,
13,4,2618,Créditos completos,275,2022-08-03
34,12,2619,Cursando,42,
10,3,2620,Créditos completos,330,2021-08-04
35,13,2621,Titulado,200,2020-08-03
13,4,2622,Cursando,119,
35,13,2623,Créditos completos,200,2019-08-05
22,8,2624,Cursando,26,
29,10,2625,Titulado,319,2023-08-03
35,13,2626,Titulado,200,2017-08-04
21,8,2627,Cursando,165,
16,6,2628,Cursando,153,
26,10,2629,Cursando,272,
24,10,2630,Créditos completos,290,2024-09-21
17,6,2631,Créditos completos,275,2019-08-05
22,8,2632,Titulado,290,2019-08-05
14,5,2633,Titulado,275,2017-08-03
32,14,2634,Cursando,301,
18,6,2635,Créditos completos,275,2022-08-05
5,2,2636,Titulado,250,2022-08-03
23,9,2637,Créditos completos,290,2025-09-21
28,10,2638,Créditos completos,319,2023-08-04
8,3,2639,Créditos completos,330,2016-08-07
30,11,2640,Titulado,319,2015-08-06
22,8,2641,Créditos completos,290,2024-08-03
28,10,2642,Cursando,58,
2,1,2643,Cursando,101,
33,12,2644,Créditos completos,319,2023-08-03
3,1,2645,Cursando,249,
2,1,2646,Titulado,250,2024-08-03
6,3,2647,Titulado,250,2016-08-07
4,2,2648,Cursando,55,
24,10,2649,Titulado,290,2023-08-03
6,3,2650,Titulado,250,2016-08-07
28,10,2651,Titulado,319,2017-08-07
24,10,2652,Cursando,111,
30,11,2653,Titulado,319,2026-09-21
8,3,2654,Cursando,145,
27,10,2655,Cursando,65,
25,10,2656,Créditos completos,290,2017-08-06
6,3,2657,Créditos completos,250,2017-08-03
7,3,2658,Titulado,330,2020-08-05
31,11,2659,Cursando,169,
30,11,2660,Cursando,155,
29,10,2661,Cursando,259,
30,11,2662,Cursando,37,
3,1,2663,Cursando,26,
34,12,2664,Créditos completos,200,2016-08-06
18,6,2665,Créditos completos,275,2019-08-05
23,9,2666,Créditos completos,290,2018-08-03
8,3,2667,Créditos completos,330,2023-08-03
18,6,2668,Titulado,275,2015-08-04
15,5,2669,Titulado,275,2021-08-04
13,4,2670,Cursando,204,
5,2,2671,Titulado,250,2021-08-04
5,2,2672,Créditos completos,250,2024-09-21
10,3,2673,Cursando,288,
20,7,2674,Cursando,149,
8,3,2675,Créditos completos,330,2016-08-07
30,11,2676,Cursando,175,
24,10,2677,Créditos completos,290,2017-08-03
29,10,2678,Cursando,311,
31,11,2679,Créditos completos,319,2024-08-03
16,6,2680,Titulado,275,2019-08-05
16,6,2681,Titulado,275,2023-08-03
20,7,2682,Créditos completos,290,2021-08-04
13,4,2683,Créditos completos,275,2016-08-04
20,7,2684,Cursando,121,
2,1,2685,Titulado,250,2021-08-05
18,6,2686,Titulado,275,2022-08-03
35,13,2687,Cursando,186,
8,3,2688,Créditos completos,330,2023-08-03
34,12,2689,Titulado,200,2024-08-03
12,4,2690,Créditos completos,330,2022-08-03
10,3,2691,Titulado,330,2016-08-07
9,3,2692,Cursando,174,
6,3,2693,Créditos completos,250,2019-08-08
7,3,2694,Titulado,330,2023-08-03
5,2,2695,Cursando,235,
19,6,2696,Créditos completos,275,2018-08-08
30,11,2697,Cursando,65,
26,10,2698,Titulado,290,2023-08-03
22,8,2699,Titulado,290,2014-08-06
21,8,2700,Cursando,269,
28,10,2701,Cursando,74,
13,4,2702,Titulado,275,2019-08-08
35,13,2703,Créditos completos,200,2017-08-03
17,6,2704,Titulado,275,2023-08-03
11,3,2705,Cursando,270,
28,10,2706,Titulado,319,2025-08-03
3,1,2707,Cursando,57,
27,10,2708,Cursando,69,
5,2,2709,Cursando,157,
25,10,2710,Créditos completos,290,2018-08-03
20,7,2711,Titulado,290,2018-08-07
5,2,2712,Titulado,250,2021-08-03
31,11,2713,Cursando,122,
7,3,2714,Cursando,171,
5,2,2715,Cursando,84,
29,10,2716,Créditos completos,319,2023-08-04
31,11,2717,Cursando,115,
24,10,2718,Titulado,290,2021-08-04
17,6,2719,Créditos completos,275,2017-08-03
5,2,2720,Cursando,55,
12,4,2721,Titulado,330,2026-09-21
7,3,2722,Cursando,106,
3,1,2723,Cursando,100,
22,8,2724,Titulado,290,2020-08-03
14,5,2725,Cursando,199,
23,9,2726,Cursando,270,
14,5,2727,Créditos completos,275,2015-08-04
3,1,2728,Titulado,250,2014-08-06
2,1,2729,Baja,166,
30,11,2730,Titulado,319,2026-09-21
25,10,2731,Créditos completos,290,2023-08-03
5,2,2732,Cursando,1,
10,3,2733,Cursando,220,
24,10,2734,Cursando,49,
4,2,2735,Créditos completos,250,2018-08-03
5,2,2736,Titulado,250,2025-08-03
34,12,2737,Cursando,6,
1,1,2738,Cursando,110,
22,8,2739,Cursando,127,
27,10,2740,Cursando,103,
14,5,2741,Cursando,44,
19,6,2742,Cursando,218,
19,6,2743,Titulado,275,2018-08-08
14,5,2744,Cursando,200,
25,10,2745,Cursando,240,
30,11,2746,Créditos completos,319,2022-08-05
4,2,2747,Cursando,210,
5,2,2748,Titulado,250,2025-08-03
32,14,2749,Créditos completos,319,2018-08-04
26,10,2750,Créditos completos,290,2025-09-21
3,1,2751,Créditos completos,250,2017-08-04
19,6,2752,Titulado,275,2015-08-04
23,9,2753,Titulado,290,2019-08-05
8,3,2754,Cursando,53,
25,10,2755,Cursando,222,
7,3,2756,Titulado,330,2021-08-05
26,10,2757,Cursando,11,
3,1,2758,Créditos completos,250,2014-08-06
28,10,2759,Cursando,66,
1,1,2760,Cursando,17,
35,13,2761,Cursando,127,
22,8,2762,Titulado,290,2019-08-05
8,3,2763,Créditos completos,330,2018-08-04
3,1,2764,Cursando,41,
9,3,2765,Titulado,330,2019-08-05
7,3,2766,Créditos completos,330,2014-08-06
9,3,2767,Créditos completos,330,2024-08-03
8,3,2768,Titulado,330,2017-08-03
5,2,2769,Titulado,250,2015-08-04
4,2,2770,Cursando,179,
13,4,2771,Titulado,275,2015-08-04
20,7,2772,Titulado,290,2014-08-06
28,10,2773,Cursando,33,
19,6,2774,Cursando,45,
23,9,2775,Baja,208,
4,2,2776,Créditos completos,250,2023-08-03
29,10,2777,Cursando,235,
11,3,2778,Cursando,18,
17,6,2779,Créditos completos,275,2014-08-06
6,3,2780,Cursando,48,
21,8,2781,Créditos completos,290,2017-08-03
29,10,2782,Créditos completos,319,2021-08-05
14,5,2783,Cursando,166,
17,6,2784,Créditos completos,275,2024-09-21
23,9,2785,Cursando,279,
22,8,2786,Cursando,252,
29,10,2787,Cursando,30,
23,9,2788,Cursando,234,
8,3,2789,Créditos completos,330,2024-08-03
15,5,2790,Titulado,275,2020-08-05
19,6,2791,Cursando,52,
23,9,2792,Créditos completos,290,2024-08-03
20,7,2793,Cursando,268,
35,13,2794,Cursando,42,
13,4,2795,Cursando,60,
12,4,2796,Cursando,246,
23,9,2797,Cursando,45,
33,12,2798,Créditos completos,319,2026-08-03
9,3,2799,Cursando,267,
7,3,2800,Créditos completos,330,2021-08-04
6,3,2801,Titulado,250,2017-08-04
29,10,2802,Titulado,319,2017-08-04
35,13,2803,Cursando,19,
6,3,2804,Titulado,250,2017-08-03
4,2,2805,Cursando,136,
3,1,2806,Cursando,54,
17,6,2807,Cursando,231,
4,2,2808,Cursando,155,
15,5,2809,Créditos completos,275,2019-08-05
27,10,2810,Cursando,262,
7,3,2811,Baja,175,
33,12,2812,Créditos completos,319,2026-08-03
11,3,2813,Créditos completos,330,2014-08-06
7,3,2814,Créditos completos,330,2020-08-03
28,10,2815,Créditos completos,319,2019-08-08
23,9,2816,Cursando,28,
8,3,2817,Créditos completos,330,2021-08-05
30,11,2818,Titulado,319,2022-08-04
3,1,2819,Cursando,71,
28,10,2820,Cursando,313,
20,7,2821,Cursando,263,
18,6,2822,Cursando,103,
35,13,2823,Créditos completos,200,2014-08-06
21,8,2824,Créditos completos,290,2021-08-03
24,10,2825,Créditos completos,290,2017-08-03
5,2,2826,Créditos completos,250,2023-08-04
2,1,2827,Cursando,61,
11,3,2828,Titulado,330,2021-08-04
29,10,2829,Créditos completos,319,2020-08-08
2,1,2830,Cursando,137,
7,3,2831,Créditos completos,330,2019-08-08
30,11,2832,Créditos completos,319,2019-08-08
28,10,2833,Créditos completos,319,2024-08-03
23,9,2834,Titulado,290,2015-08-06
5,2,2835,Cursando,33,
29,10,2836,Titulado,319,2025-09-21
31,11,2837,Cursando,122,
32,14,2838,Cursando,10,
33,12,2839,Titulado,319,2024-08-03
22,8,2840,Titulado,290,2017-08-03
32,14,2841,Créditos completos,319,2022-08-05
27,10,2842,Cursando,217,
16,6,2843,Cursando,275,
18,6,2844,Cursando,191,
9,3,2845,Titulado,330,2014-08-06
28,10,2846,Cursando,88,
24,10,2847,Créditos completos,290,2019-08-05
12,4,2848,Créditos completos,330,2017-08-03
6,3,2849,Cursando,127,
35,13,2850,Titulado,200,2025-08-03
9,3,2851,Baja,233,
8,3,2852,Cursando,64,
2,1,2853,Cursando,86,
26,10,2854,Créditos completos,290,2025-09-21
30,11,2855,Cursando,95,
34,12,2856,Cursando,4,
14,5,2857,Cursando,155,
3,1,2858,Titulado,250,2014-08-06
35,13,2859,Créditos completos,200,2017-08-03
5,2,2860,Cursando,107,
16,6,2861,Cursando,104,
26,10,2862,Titulado,290,2018-08-04
34,12,2863,Créditos completos,200,2017-08-07
12,4,2864,Titulado,330,2023-08-04
1,1,2865,Baja,21,
22,8,2866,Cursando,233,
29,10,2867,Créditos completos,319,2023-08-03
24,10,2868,Titulado,290,2023-08-03
27,10,2869,Titulado,290,2020-08-05
21,8,2870,Cursando,8,
24,10,2871,Titulado,290,2024-09-21
29,10,2872,Cursando,250,
4,2,2873,Cursando,64,
10,3,2874,Titulado,330,2016-08-07
24,10,2875,Titulado,290,2019-08-08
25,10,2876,Cursando,146,
11,3,2877,Créditos completos,330,2026-09-21
18,6,2878,Titulado,275,2014-08-06
31,11,2879,Cursando,149,
8,3,2880,Créditos completos,330,2016-08-07
4,2,2881,Créditos completos,250,2021-08-03
11,3,2882,Cursando,37,
9,3,2883,Titulado,330,2021-08-04
14,5,2884,Titulado,275,2019-08-05
33,12,2885,Cursando,112,
14,5,2886,Créditos completos,275,2022-08-04
3,1,2887,Cursando,194,
34,12,2888,Cursando,28,
6,3,2889,Titulado,250,2015-08-06
17,6,2890,Cursando,163,
28,10,2891,Cursando,14,
5,2,2892,Titulado,250,2021-08-04
5,2,2893,Cursando,61,
10,3,2894,Créditos completos,330,2019-08-05
1,1,2895,Titulado,250,2014-08-06
1,1,2896,Titulado,250,2020-08-03
17,6,2897,Cursando,60,
34,12,2898,Créditos completos,200,2021-08-03
28,10,2899,Cursando,103,
19,6,2900,Cursando,142,
1,1,2901,Cursando,165,
15,5,2902,Cursando,263,
11,3,2903,Cursando,54,
1,1,2904,Cursando,114,
32,14,2905,Titulado,319,2017-08-07
33,12,2906,Cursando,2,
35,13,2907,Titulado,200,2017-08-07
3,1,2908,Cursando,186,
17,6,2909,Titulado,275,2023-08-03
5,2,2910,Cursando,77,
12,4,2911,Créditos completos,330,2016-08-04
21,8,2912,Créditos completos,290,2022-08-03
17,6,2913,Titulado,275,2019-08-07
32,14,2914,Titulado,319,2023-08-03
22,8,2915,Créditos completos,290,2017-08-03
29,10,2916,Titulado,319,2024-08-03
28,10,2917,Cursando,144,
35,13,2918,Titulado,200,2024-08-03
28,10,2919,Titulado,319,2024-08-03
2,1,2920,Créditos completos,250,2022-08-04
29,10,2921,Titulado,319,2020-08-07
29,10,2922,Cursando,118,
4,2,2923,Créditos completos,250,2023-08-03
29,10,2924,Créditos completos,319,2024-08-03
4,2,2925,Créditos completos,250,2020-08-08
21,8,2926,Titulado,290,2019-08-05
32,14,2927,Cursando,248,
34,12,2928,Titulado,200,2016-08-04
30,11,2929,Créditos completos,319,2025-08-04
20,7,2930,Titulado,290,2018-08-08
27,10,2931,Titulado,290,2021-08-05
21,8,2932,Cursando,153,
34,12,2933,Cursando,138,
6,3,2934,Cursando,171,
12,4,2935,Titulado,330,2023-08-03
31,11,2936,Titulado,319,2019-08-08
31,11,2937,Cursando,149,
27,10,2938,Titulado,290,2026-08-03
28,10,2939,Titulado,319,2020-08-07
17,6,2940,Créditos completos,275,2020-08-03
28,10,2941,Cursando,145,
16,6,2942,Cursando,88,
18,6,2943,Titulado,275,2023-08-04
23,9,2944,Cursando,32,
30,11,2945,Créditos completos,319,2015-08-06
13,4,2946,Cursando,172,
18,6,2947,Cursando,9,
30,11,2948,Créditos completos,319,2022-08-04
24,10,2949,Titulado,290,2017-08-04
1,1,2950,Titulado,250,2023-08-03
26,10,2951,Créditos completos,290,2023-08-05
20,7,2952,Baja,158,
32,14,2953,Créditos completos,319,2019-08-08
26,10,2954,Cursando,244,
25,10,2955,Cursando,192,
7,3,2956,Créditos completos,330,2015-08-04
28,10,2957,Cursando,30,
8,3,2958,Titulado,330,2023-08-04
26,10,2959,Créditos completos,290,2021-08-03
33,12,2960,Titulado,319,2027-08-03
2,1,2961,Cursando,161,
13,4,2962,Cursando,274,
1,1,2963,Cursando,32,
27,10,2964,Titulado,290,2020-08-03
16,6,2965,Titulado,275,2015-08-04
5,2,2966,Cursando,215,
28,10,2967,Cursando,116,
14,5,2968,Cursando,28,
2,1,2969,Titulado,250,2025-09-21
27,10,2970,Cursando,55,
1,1,2971,Cursando,1,
31,11,2972,Titulado,319,2016-08-04
31,11,2973,Créditos completos,319,2022-08-04
34,12,2974,Titulado,200,2025-09-21
10,3,2975,Cursando,196,
17,6,2976,Titulado,275,2018-08-08
16,6,2977,Cursando,173,
7,3,2978,Cursando,33,
35,13,2979,Titulado,200,2020-08-03
33,12,2980,Créditos completos,319,2018-08-03
5,2,2981,Créditos completos,250,2017-08-03
33,12,2982,Créditos completos,319,2021-08-03
20,7,2983,Créditos completos,290,2024-09-21
29,10,2984,Cursando,308,
6,3,2985,Créditos completos,250,2019-08-05
10,3,2986,Cursando,201,
34,12,2987,Baja,130,
4,2,2988,Titulado,250,2022-08-03
27,10,2989,Baja,44,
31,11,2990,Titulado,319,2017-08-06
4,2,2991,Créditos completos,250,2024-08-03
31,11,2992,Créditos completos,319,2018-08-07
18,6,2993,Cursando,155,
31,11,2994,Titulado,319,2019-08-08
12,4,2995,Cursando,201,
15,5,2996,Cursando,138,
18,6,2997,Titulado,275,2019-08-07
22,8,2998,Cursando,33,
27,10,2999,Créditos completos,290,2022-08-05
5,2,3000,Titulado,250,2023-08-03
33,12,3001,Créditos completos,319,2023-08-04
1,1,3002,Titulado,250,2019-08-08
8,3,3003,Titulado,330,2018-08-08
7,3,3004,Titulado,330,2025-09-21
27,10,3005,Baja,133,
20,7,3006,Créditos completos,290,2020-08-05
32,14,3007,Cursando,188,
9,3,3008,Cursando,217,
12,4,3009,Titulado,330,2019-08-08
9,3,3010,Cursando,148,
8,3,3011,Cursando,261,
2,1,3012,Créditos completos,250,2016-08-04
11,3,3013,Cursando,159,
13,4,3014,Cursando,49,
6,3,3015,Titulado,250,2016-08-04
27,10,3016,Créditos completos,290,2018-08-03
25,10,3017,Cursando,281,
11,3,3018,Titulado,330,2019-08-03
8,3,3019,Baja,249,
20,7,3020,Créditos completos,290,2023-08-03
26,10,3021,Baja,143,
12,4,3022,Titulado,330,2016-08-06
33,12,3023,Cursando,26,
4,2,3024,Titulado,250,2023-08-03
14,5,3025,Cursando,211,
